,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
13843,tr|A2I831|A2I831_HUMAN,bmy_10755T0,96.491,114,1.11e-72,229
13844,tr|A2IDA1|A2IDA1_HUMAN,bmy_01863T0,90.000,20,1.02e-04,39.3
13845,tr|A2IPI0|A2IPI0_HUMAN,bmy_18944T0,69.048,84,2.28e-38,124
13846,tr|A2IPI1|A2IPI1_HUMAN,bmy_09038T0,74.286,105,1.27e-53,164
13847,tr|A2IPI2|A2IPI2_HUMAN,bmy_18944T0,82.558,86,1.41e-44,140
13848,tr|A2IPI3|A2IPI3_HUMAN,bmy_18944T0,82.558,86,3.12e-44,139
13849,tr|A2IPI4|A2IPI4_HUMAN,bmy_18944T0,70.238,84,9.19e-39,125
13850,tr|A2IPI5|A2IPI5_HUMAN,bmy_18944T0,81.176,85,1.63e-45,142
13851,tr|A2IPI6|A2IPI6_HUMAN,bmy_18944T0,66.667,84,2.21e-36,119
13852,tr|A2J1N6|A2J1N6_HUMAN,bmy_22659T0,78.947,95,5.27e-47,146
13853,tr|A2J1P0|A2J1P0_HUMAN,bmy_22659T0,50.505,99,3.29e-31,105
13854,tr|A2JA15|A2JA15_HUMAN,bmy_22731T0,73.118,93,5.34e-45,140
13855,tr|A2JA16|A2JA16_HUMAN,bmy_18944T0,64.286,84,1.12e-36,120
13856,tr|A2JA17|A2JA17_HUMAN,bmy_22661T0,73.737,99,5.21e-48,154
13857,tr|A2JA18|A2JA18_HUMAN,bmy_22659T0,76.531,98,1.18e-49,153
13858,tr|A2JA19|A2JA19_HUMAN,bmy_18944T0,66.667,81,8.88e-35,115
13859,tr|A2KUC4|A2KUC4_HUMAN,bmy_21740T0,67.816,87,3.21e-32,117
13860,tr|A2MYC8|A2MYC8_HUMAN,bmy_21740T0,53.465,101,9.75e-24,93.2
13861,tr|A2MYC9|A2MYC9_HUMAN,bmy_21740T0,75.510,98,1.41e-44,151
13862,tr|A2MYD1|A2MYD1_HUMAN,bmy_21740T0,74.490,98,2.21e-43,147
13863,tr|A2N0S5|A2N0S5_HUMAN,bmy_21401T0,63.441,93,1.33e-34,118
13864,tr|A2N0S6|A2N0S6_HUMAN,bmy_21401T0,59.596,99,3.44e-31,110
13865,tr|A2N0S7|A2N0S7_HUMAN,bmy_21401T0,56.989,93,3.07e-30,107
13866,tr|A2N0S8|A2N0S8_HUMAN,bmy_21401T0,62.366,93,4.91e-33,115
13867,tr|A2N0S9|A2N0S9_HUMAN,bmy_21401T0,61.290,93,3.96e-32,112
13868,tr|A2N0T0|A2N0T0_HUMAN,bmy_21401T0,60.638,94,1.07e-32,114
13869,tr|A2N0T1|A2N0T1_HUMAN,bmy_21401T0,60.870,92,3.61e-31,110
13870,tr|A2N0T2|A2N0T2_HUMAN,bmy_21401T0,57.778,90,3.56e-29,104
13871,tr|A2N0T3|A2N0T3_HUMAN,bmy_21401T0,56.522,92,1.09e-27,100
13872,tr|A2N0T5|A2N0T5_HUMAN,bmy_21401T0,63.918,97,5.67e-37,124
13873,tr|A2N0T6|A2N0T6_HUMAN,bmy_21401T0,62.637,91,4.88e-31,109
13874,tr|A2N0T7|A2N0T7_HUMAN,bmy_21401T0,61.856,97,1.66e-34,118
13875,tr|A2N0T8|A2N0T8_HUMAN,bmy_21401T0,62.245,98,1.63e-34,118
13876,tr|A2N0T9|A2N0T9_HUMAN,bmy_21401T0,64.894,94,8.86e-35,119
13877,tr|A2N0U0|A2N0U0_HUMAN,bmy_21401T0,61.957,92,3.48e-31,110
13878,tr|A2N0U1|A2N0U1_HUMAN,bmy_21401T0,58.000,100,3.21e-34,117
13879,tr|A2N0U2|A2N0U2_HUMAN,bmy_21401T0,63.043,92,5.01e-33,114
13880,tr|A2N0U4|A2N0U4_HUMAN,bmy_21401T0,53.012,83,7.71e-20,80.1
13881,tr|A2N0U5|A2N0U5_HUMAN,bmy_21401T0,54.651,86,1.39e-23,90.1
13882,tr|A2N0U6|A2N0U6_HUMAN,bmy_21401T0,63.441,93,3.99e-34,117
13883,tr|A2N2F1|A2N2F1_HUMAN,bmy_22731T0,64.773,88,1.32e-35,117
13884,tr|A2N2F4|A2N2F4_HUMAN,bmy_18944T0,74.699,83,1.25e-38,125
13885,tr|A2N2F5|A2N2F5_HUMAN,bmy_22731T0,70.455,88,1.25e-39,127
13886,tr|A2N2G6|A2N2G6_HUMAN,bmy_22731T0,77.778,90,3.73e-45,141
13887,tr|A2N2G7|A2N2G7_HUMAN,bmy_22659T0,47.423,97,1.19e-27,97.8
13888,tr|A2N2G8|A2N2G8_HUMAN,bmy_21740T0,56.989,93,3.10e-24,95.1
13889,tr|A2N7P4|A2N7P4_HUMAN,bmy_22659T0,53.465,101,1.78e-35,117
13890,tr|A2NB43|A2NB43_HUMAN,bmy_21401T0,66.038,106,8.89e-45,145
13891,tr|A2NB44|A2NB44_HUMAN,bmy_21401T0,69.000,100,1.49e-44,144
13892,tr|A2NB45|A2NB45_HUMAN,bmy_09038T0,75.238,105,8.08e-53,162
13893,tr|A2NB46|A2NB46_HUMAN,bmy_18944T0,80.233,86,3.91e-43,136
13894,tr|A2NH53|A2NH53_HUMAN,bmy_18944T0,70.455,88,1.86e-40,129
13895,tr|A2NH54|A2NH54_HUMAN,bmy_18944T0,60.000,60,6.55e-19,75.1
13896,tr|A2NH55|A2NH55_HUMAN,bmy_18944T0,61.017,59,7.71e-19,75.1
13897,tr|A2NI60|A2NI60_HUMAN,bmy_18944T0,63.095,84,1.13e-35,117
13898,tr|A2NU33|A2NU33_HUMAN,bmy_19800T0,67.619,105,3.43e-44,142
13899,tr|A2NVQ0|A2NVQ0_HUMAN,bmy_19914T0,73.684,95,4.03e-45,149
13900,tr|A2NWW1|A2NWW1_HUMAN,bmy_22661T0,87.671,73,1.52e-41,137
13901,tr|A2NWW2|A2NWW2_HUMAN,bmy_22661T0,82.192,73,5.16e-38,128
13902,tr|A2NWW3|A2NWW3_HUMAN,bmy_22661T0,86.301,73,1.36e-40,134
13903,tr|A2NWW4|A2NWW4_HUMAN,bmy_22661T0,85.526,76,1.67e-41,137
13904,tr|A2NWW5|A2NWW5_HUMAN,bmy_22661T0,88.000,75,4.18e-43,141
13905,tr|A2NWW6|A2NWW6_HUMAN,bmy_22661T0,88.889,72,6.11e-41,135
13906,tr|A2NWW7|A2NWW7_HUMAN,bmy_22661T0,88.889,72,2.20e-41,136
13907,tr|A2NWW9|A2NWW9_HUMAN,bmy_22661T0,89.041,73,9.49e-42,137
13908,tr|A2NWX1|A2NWX1_HUMAN,bmy_22661T0,87.500,72,2.91e-40,134
13909,tr|A2NWX2|A2NWX2_HUMAN,bmy_22661T0,84.932,73,1.94e-39,132
13910,tr|A2NWX3|A2NWX3_HUMAN,bmy_22659T0,83.133,83,1.71e-44,139
13911,tr|A2NWX5|A2NWX5_HUMAN,bmy_22659T0,85.542,83,6.67e-46,144
13912,tr|A2NXD2|A2NXD2_HUMAN,bmy_18944T0,51.648,91,1.46e-30,105
13913,tr|A2NXP9|A2NXP9_HUMAN,bmy_18944T0,79.070,86,1.23e-42,135
13914,tr|A2NYQ7|A2NYQ7_HUMAN,bmy_21734T0,70.833,96,3.88e-41,137
13915,tr|A2NYQ8|A2NYQ8_HUMAN,bmy_21734T0,69.000,100,2.06e-41,138
13916,tr|A2NYQ9|A2NYQ9_HUMAN,bmy_22659T0,79.592,98,1.61e-51,158
13917,tr|A2NYU8|A2NYU8_HUMAN,bmy_21403T0,64.356,101,4.70e-40,130
13918,tr|A2NYV2|A2NYV2_HUMAN,bmy_21734T0,65.517,87,9.62e-32,113
13919,tr|A2NYV3|A2NYV3_HUMAN,bmy_18944T0,71.605,81,2.19e-38,124
13920,tr|A2NYV4|A2NYV4_HUMAN,bmy_21734T0,71.910,89,7.89e-41,137
13921,tr|A2NYV5|A2NYV5_HUMAN,bmy_21734T0,69.663,89,1.32e-36,125
13922,tr|A2NZL4|A2NZL4_HUMAN,bmy_19915T0,29.114,79,7.60e-07,43.5
13923,tr|A2RRA7|A2RRA7_HUMAN,bmy_07497T0,99.038,104,4.88e-69,218
13924,tr|A2RRQ0|A2RRQ0_HUMAN,bmy_01744T0,98.551,69,1.78e-39,138
13925,tr|A2RRQ8|A2RRQ8_HUMAN,bmy_01655T0,37.705,61,4.62e-04,37.4
13926,tr|A2VBC8|A2VBC8_HUMAN,bmy_00430T0,99.138,116,1.87e-75,228
13927,tr|A2VCM6|A2VCM6_HUMAN,bmy_02333T0,32.258,62,0.41,28.5
13928,tr|A3E0Z5|A3E0Z5_HUMAN,bmy_13154T0,72.277,101,1.77e-45,142
13929,tr|A3EY19|A3EY19_HUMAN,bmy_21528T0,95.604,91,1.19e-54,181
13930,tr|A3F6J8|A3F6J8_HUMAN,bmy_20632T0,71.930,57,1.10e-20,84.7
13931,tr|A3KFI2|A3KFI2_HUMAN,bmy_19939T0,99.074,108,3.02e-76,223
13932,tr|A3KFI3|A3KFI3_HUMAN,bmy_19939T0,99.130,115,3.52e-81,236
13933,tr|A3KFI4|A3KFI4_HUMAN,bmy_19939T0,99.138,116,2.98e-82,239
13934,tr|A3KMH3|A3KMH3_HUMAN,bmy_09050T0,25.641,78,1.1,27.7
13935,tr|A3QK36|A3QK36_HUMAN,bmy_02336T0,32.394,71,1.19e-07,47.4
13936,tr|A3RL30|A3RL30_HUMAN,bmy_15266T0,85.714,35,3.03e-14,66.6
13937,tr|A4D0Q7|A4D0Q7_HUMAN,bmy_15712T0,37.500,48,0.21,30.0
13938,tr|A4D0Y4|A4D0Y4_HUMAN,bmy_17038T0,40.625,32,2.5,26.6
13939,tr|A4D115|A4D115_HUMAN,bmy_03996T0,43.333,30,5.1,25.8
13940,tr|A4D129|A4D129_HUMAN,bmy_15180T0,50.000,28,1.1,27.7
13941,tr|A4D142|A4D142_HUMAN,bmy_12722T0,86.420,81,5.26e-42,134
13942,tr|A4D149|A4D149_HUMAN,bmy_09432T0,27.273,44,1.5,27.7
13943,tr|A4D1A3|A4D1A3_HUMAN,bmy_19940T0,31.250,32,0.60,28.1
13944,tr|A4D1I1|A4D1I1_HUMAN,bmy_20445T0,83.019,53,7.18e-25,92.8
13945,tr|A4D1I3|A4D1I3_HUMAN,bmy_03270T0,34.247,73,0.22,30.0
13946,tr|A4D1I6|A4D1I6_HUMAN,bmy_04206T0,36.364,44,1.8,26.9
13947,tr|A4D1R6|A4D1R6_HUMAN,bmy_06350T0,83.333,78,2.39e-39,128
13948,tr|A4D1T1|A4D1T1_HUMAN,bmy_11901T0,40.816,49,0.61,28.5
13949,tr|A4D1V7|A4D1V7_HUMAN,bmy_17407T0,63.077,65,1.63e-12,61.6
13950,tr|A4D1X3|A4D1X3_HUMAN,bmy_20666T0,44.118,34,1.6,27.7
13951,tr|A4D1Z3|A4D1Z3_HUMAN,bmy_07004T0,25.000,76,2.0,27.3
13952,tr|A4D203|A4D203_HUMAN,bmy_04874T0,43.333,30,1.2,27.3
13953,tr|A4D227|A4D227_HUMAN,bmy_16477T0,44.366,142,4.06e-25,92.0
13954,tr|A4D240|A4D240_HUMAN,bmy_05428T0,41.379,29,0.75,28.5
13955,tr|A4D251|A4D251_HUMAN,bmy_03195T0,40.476,42,1.4,27.3
13956,tr|A4D262|A4D262_HUMAN,bmy_20105T0,44.444,27,2.2,27.3
13957,tr|A4D2D8|A4D2D8_HUMAN,bmy_06001T0,28.571,56,0.56,28.5
13958,tr|A4D2L9|A4D2L9_HUMAN,bmy_16727T0,37.500,24,1.8,26.9
13959,tr|A4D2Q4|A4D2Q4_HUMAN,bmy_06798T0,39.583,48,1.8,27.3
13960,tr|A4FUT7|A4FUT7_HUMAN,bmy_09420T0,98.925,93,4.51e-58,191
13961,tr|A4IF27|A4IF27_HUMAN,bmy_17184T0,41.176,34,1.8,26.6
13962,tr|A4IF52|A4IF52_HUMAN,bmy_16947T0,92.174,115,6.05e-67,197
13963,tr|A4IF61|A4IF61_HUMAN,bmy_01518T0,48.598,107,1.51e-31,114
13964,tr|A4LB54|A4LB54_HUMAN,,,,,
13965,tr|A4QMR6|A4QMR6_HUMAN,bmy_04085T0,50.000,50,0.20,30.0
13966,tr|A4QMX0|A4QMX0_HUMAN,bmy_18217T0,19.811,106,2.5,26.6
13967,tr|A4QMX1|A4QMX1_HUMAN,bmy_18217T0,19.811,106,2.8,26.6
13968,tr|A4UCR7|A4UCR7_HUMAN,bmy_09418T0,30.508,59,0.89,27.7
13969,tr|A4UCT6|A4UCT6_HUMAN,bmy_03251T0,23.529,68,0.65,28.5
13970,tr|A4UCT9|A4UCT9_HUMAN,bmy_03456T0,72.034,118,1.61e-52,169
13971,tr|A5D6Y3|A5D6Y3_HUMAN,bmy_02720T0,37.500,64,8.20e-05,39.7
13972,tr|A5D8W7|A5D8W7_HUMAN,bmy_08259T0,64.000,100,3.16e-35,124
13973,tr|A5HB94|A5HB94_HUMAN,bmy_17089T0,97.030,101,7.65e-60,196
13974,tr|A5HB95|A5HB95_HUMAN,bmy_17089T0,96.000,100,4.55e-59,194
13975,tr|A5PLM3|A5PLM3_HUMAN,bmy_13155T0,63.768,69,1.06e-22,88.6
13976,tr|A5PLN2|A5PLN2_HUMAN,bmy_19227T0,100.000,29,1.65e-11,59.3
13977,tr|A5XEJ0|A5XEJ0_HUMAN,bmy_05364T0,67.568,37,1.43e-09,53.1
13978,tr|A5XEJ4|A5XEJ4_HUMAN,bmy_11865T0,77.444,133,1.31e-60,198
13979,tr|A5XEJ7|A5XEJ7_HUMAN,bmy_11865T0,78.947,133,4.38e-63,206
13980,tr|A5YRU0|A5YRU0_HUMAN,bmy_19511T0,36.538,52,1.4,27.7
13981,tr|A5YRU6|A5YRU6_HUMAN,bmy_19511T0,36.538,52,0.20,30.0
13982,tr|A5YRU9|A5YRU9_HUMAN,bmy_03381T0,73.810,42,7.35e-15,67.8
13983,tr|A5YRV4|A5YRV4_HUMAN,bmy_12765T0,36.207,58,0.59,28.9
13984,sp|A6NC62|RAKDN_HUMAN,bmy_13101T0,50.000,24,0.50,28.9
13985,tr|A6NCQ8|A6NCQ8_HUMAN,bmy_06343T0,64.407,59,1.42e-16,73.2
13986,sp|A6NDN8|UBIML_HUMAN,bmy_04565T0,77.143,70,9.70e-34,112
13987,tr|A6NDZ7|A6NDZ7_HUMAN,bmy_06464T0,89.474,57,9.14e-31,108
13988,tr|A6NIR2|A6NIR2_HUMAN,bmy_18830T0,92.105,38,4.34e-19,74.3
13989,sp|A6NJI1|CK086_HUMAN,bmy_07820T0,75.000,116,1.74e-49,152
13990,tr|A6NL68|A6NL68_HUMAN,bmy_17909T0,92.793,111,7.86e-68,212
13991,sp|A6NM66|CU054_HUMAN,bmy_07585T0,46.667,30,2.3,26.6
13992,tr|A6NND1|A6NND1_HUMAN,bmy_06527T0,20.238,84,0.43,28.9
13993,tr|A6NNU8|A6NNU8_HUMAN,bmy_01935T0,73.404,94,5.34e-39,134
13994,tr|A6NP46|A6NP46_HUMAN,bmy_21287T0,91.071,112,1.56e-66,209
13995,tr|A6PVJ6|A6PVJ6_HUMAN,bmy_08921T0,84.746,59,1.37e-27,103
13996,tr|A6PVJ7|A6PVJ7_HUMAN,bmy_08921T0,93.162,117,2.18e-72,223
13997,tr|A6PVS1|A6PVS1_HUMAN,bmy_21251T0,32.558,86,1.17e-04,39.3
13998,tr|A6PVY2|A6PVY2_HUMAN,bmy_14674T0,44.444,54,2.80e-08,48.5
13999,tr|A6PVY9|A6PVY9_HUMAN,bmy_18910T0,97.196,107,3.71e-71,207
14000,tr|A6PW80|A6PW80_HUMAN,bmy_14483T0,98.113,106,1.94e-71,219
14001,tr|A6QRF2|A6QRF2_HUMAN,bmy_22631T0,56.250,32,0.006,33.9
14002,tr|A6XH07|A6XH07_HUMAN,bmy_10953T0,33.333,48,0.60,28.1
14003,tr|A6XND9|A6XND9_HUMAN,bmy_12686T0,56.842,95,4.81e-31,105
14004,tr|A6ZID8|A6ZID8_HUMAN,bmy_03381T0,73.913,23,4.84e-05,40.0
14005,tr|A6ZIE1|A6ZIE1_HUMAN,bmy_03381T0,73.171,41,1.59e-14,66.6
14006,tr|A6ZIE8|A6ZIE8_HUMAN,bmy_20072T0,32.857,70,0.23,29.6
14007,tr|A6ZIE9|A6ZIE9_HUMAN,bmy_18798T0,41.935,31,2.3,26.6
14008,tr|A7LNE7|A7LNE7_HUMAN,bmy_13116T0,89.216,102,8.66e-60,181
14009,tr|A7UKX7|A7UKX7_HUMAN,bmy_14378T0,70.652,92,4.36e-34,122
14010,tr|A8E0Y4|A8E0Y4_HUMAN,bmy_20583T0,40.000,115,3.83e-25,97.8
14011,tr|A8JYI8|A8JYI8_HUMAN,bmy_00792T0,89.286,56,1.40e-26,100
14012,tr|A8K0C9|A8K0C9_HUMAN,bmy_18542T0,35.484,93,1.99e-06,43.9
14013,tr|A8K0D3|A8K0D3_HUMAN,bmy_11503T0,93.043,115,9.82e-77,221
14014,tr|A8K0E1|A8K0E1_HUMAN,bmy_08978T0,79.021,143,7.88e-67,217
14015,tr|A8K1Q5|A8K1Q5_HUMAN,bmy_01363T0,57.692,26,0.25,29.6
14016,tr|A8K221|A8K221_HUMAN,bmy_15245T0,66.234,77,1.17e-33,111
14017,tr|A8K382|A8K382_HUMAN,bmy_01277T0,90.351,114,4.89e-70,216
14018,tr|A8K5J5|A8K5J5_HUMAN,bmy_02206T0,79.048,105,9.12e-50,163
14019,tr|A8K5S6|A8K5S6_HUMAN,bmy_01342T0,58.824,51,4.98e-11,57.0
14020,tr|A8K621|A8K621_HUMAN,bmy_17744T0,28.205,39,0.71,28.5
14021,tr|A8K768|A8K768_HUMAN,bmy_00845T0,46.154,91,5.14e-18,71.2
14022,tr|A8K773|A8K773_HUMAN,bmy_00444T0,65.347,101,8.24e-25,95.1
14023,tr|A8K809|A8K809_HUMAN,bmy_20228T0,23.529,102,0.62,28.9
14024,tr|A8K814|A8K814_HUMAN,bmy_03188T0,31.481,54,1.8,26.6
14025,tr|A8MTD3|A8MTD3_HUMAN,bmy_01082T0,95.652,23,3.11e-08,48.5
14026,sp|A8MU93|CQ100_HUMAN,bmy_03487T0,46.429,28,2.4,26.9
14027,tr|A8MVF3|A8MVF3_HUMAN,bmy_19818T0,95.238,105,5.31e-68,204
14028,tr|A8MVG7|A8MVG7_HUMAN,bmy_18495T0,83.871,31,2.19e-13,63.9
14029,tr|A8MX21|A8MX21_HUMAN,bmy_19802T0,78.667,75,1.43e-39,129
14030,tr|A8MY48|A8MY48_HUMAN,bmy_14624T0,95.238,105,1.38e-68,206
14031,sp|A8MYZ5|IQCF6_HUMAN,bmy_11539T0,50.000,104,1.69e-31,107
14032,tr|A8MZ31|A8MZ31_HUMAN,bmy_08397T0,32.353,34,1.1,27.7
14033,tr|A8MZH8|A8MZH8_HUMAN,bmy_18494T0,84.746,59,1.52e-32,112
14034,tr|A8QM56|A8QM56_HUMAN,bmy_02945T0,75.309,81,8.14e-40,136
14035,tr|A8RZY1|A8RZY1_HUMAN,bmy_04484T0,35.000,40,0.39,28.9
14036,tr|A8TMB7|A8TMB7_HUMAN,bmy_09021T0,36.538,52,0.008,33.5
14037,tr|A8W608|A8W608_HUMAN,bmy_05482T0,69.355,62,5.45e-26,99.8
14038,tr|A8YPS4|A8YPS4_HUMAN,bmy_02042T0,57.895,95,1.63e-25,96.3
14039,tr|A9LST5|A9LST5_HUMAN,bmy_15577T0,86.538,104,5.24e-58,184
14040,tr|A9UJP9|A9UJP9_HUMAN,bmy_01149T0,81.553,103,2.77e-41,139
14041,tr|A9X166|A9X166_HUMAN,bmy_20583T0,43.678,87,1.71e-21,87.4
14042,tr|A9X9L1|A9X9L1_HUMAN,bmy_18606T0,80.000,100,2.14e-52,174
14043,tr|A9Z1I4|A9Z1I4_HUMAN,bmy_17302T0,92.035,113,2.35e-48,159
14044,tr|A9Z1W9|A9Z1W9_HUMAN,bmy_04260T0,40.000,85,8.85e-13,58.9
14045,tr|B0AZS2|B0AZS2_HUMAN,bmy_04938T0,79.070,86,1.77e-46,145
14046,tr|B0AZT6|B0AZT6_HUMAN,bmy_21583T0,90.654,107,2.08e-69,203
14047,tr|B0AZT7|B0AZT7_HUMAN,bmy_19786T0,79.747,79,4.79e-37,127
14048,tr|B0AZU5|B0AZU5_HUMAN,bmy_13461T0,97.170,106,1.92e-76,223
14049,tr|B0AZU8|B0AZU8_HUMAN,bmy_22189T0,36.364,99,9.63e-11,57.0
14050,tr|B0AZW0|B0AZW0_HUMAN,bmy_16536T0,48.333,60,3.21e-12,57.4
14051,tr|B0LXL0|B0LXL0_HUMAN,bmy_21073T0,51.456,103,5.04e-11,57.0
14052,tr|B0QXZ4|B0QXZ4_HUMAN,bmy_01001T0,98.020,101,5.60e-72,216
14053,tr|B0QY51|B0QY51_HUMAN,bmy_01015T0,89.610,77,4.63e-42,137
14054,tr|B0QY54|B0QY54_HUMAN,bmy_21237T0,93.069,101,2.50e-59,177
14055,tr|B0QY66|B0QY66_HUMAN,bmy_21233T0,95.000,40,0.008,33.9
14056,tr|B0QY68|B0QY68_HUMAN,bmy_21233T0,95.000,40,0.007,33.9
14057,tr|B0QY92|B0QY92_HUMAN,bmy_00972T0,97.500,80,3.50e-48,160
14058,tr|B0QYA4|B0QYA4_HUMAN,bmy_01169T0,95.506,89,2.35e-52,172
14059,tr|B0QYH1|B0QYH1_HUMAN,bmy_01637T0,76.154,130,8.78e-62,189
14060,tr|B0QYM2|B0QYM2_HUMAN,bmy_22175T0,32.941,85,0.036,32.3
14061,tr|B0QYP4|B0QYP4_HUMAN,bmy_07991T0,96.000,25,2.17e-10,55.5
14062,tr|B0QYR5|B0QYR5_HUMAN,bmy_01144T0,99.010,101,1.27e-67,213
14063,tr|B0QYS5|B0QYS5_HUMAN,bmy_01144T0,98.148,108,2.34e-70,220
14064,tr|B0QZ40|B0QZ40_HUMAN,bmy_13491T0,86.792,53,1.05e-29,102
14065,tr|B0QZZ2|B0QZZ2_HUMAN,bmy_21221T0,94.444,54,6.31e-29,105
14066,tr|B0YJ06|B0YJ06_HUMAN,bmy_13756T0,25.000,52,0.82,28.5
14067,tr|B1AH42|B1AH42_HUMAN,bmy_01866T0,88.333,60,3.34e-31,114
14068,tr|B1AH58|B1AH58_HUMAN,bmy_01167T0,71.296,108,4.35e-50,155
14069,tr|B1AH62|B1AH62_HUMAN,bmy_12046T0,77.273,44,1.00e-20,83.2
14070,tr|B1AH99|B1AH99_HUMAN,bmy_01174T0,99.029,103,1.50e-70,209
14071,tr|B1AHC2|B1AHC2_HUMAN,bmy_04114T0,63.551,107,6.43e-47,155
14072,tr|B1AHR3|B1AHR3_HUMAN,bmy_01025T0,96.296,108,1.83e-70,210
14073,tr|B1AJV2|B1AJV2_HUMAN,bmy_14784T0,53.165,79,8.03e-26,91.7
14074,tr|B1AJW3|B1AJW3_HUMAN,bmy_16931T0,95.455,110,2.19e-70,224
14075,tr|B1AJY6|B1AJY6_HUMAN,bmy_12820T0,71.812,149,4.25e-68,203
14076,tr|B1AKE8|B1AKE8_HUMAN,bmy_18319T0,87.059,85,7.21e-48,162
14077,tr|B1AKR3|B1AKR3_HUMAN,bmy_16503T0,35.417,48,0.56,28.5
14078,tr|B1AKZ5|B1AKZ5_HUMAN,bmy_06313T0,82.308,130,6.16e-69,202
14079,tr|B1AL40|B1AL40_HUMAN,bmy_19234T0,59.551,89,7.90e-30,104
14080,tr|B1AMF1|B1AMF1_HUMAN,bmy_10021T0,82.178,101,1.11e-53,168
14081,tr|B1AMG8|B1AMG8_HUMAN,bmy_18363T0,39.759,83,2.20e-12,60.8
14082,tr|B1AMT0|B1AMT0_HUMAN,bmy_03752T0,84.444,135,5.26e-73,234
14083,tr|B1AN12|B1AN12_HUMAN,bmy_04770T0,92.661,109,3.48e-68,214
14084,tr|B1AP38|B1AP38_HUMAN,bmy_09744T0,90.244,82,8.75e-54,165
14085,tr|B1APK7|B1APK7_HUMAN,bmy_21703T0,100.000,68,3.04e-45,143
14086,tr|B1AQ61|B1AQ61_HUMAN,bmy_06061T0,96.923,65,5.69e-38,134
14087,tr|B1N7B6|B1N7B6_HUMAN,bmy_22661T0,71.818,110,3.50e-52,164
14088,tr|B1N7B8|B1N7B8_HUMAN,bmy_18944T0,87.059,85,8.97e-49,150
14089,tr|B1N7B9|B1N7B9_HUMAN,bmy_21734T0,65.686,102,8.52e-36,124
14090,tr|B1N7F7|B1N7F7_HUMAN,bmy_14481T0,46.479,71,1.07e-19,81.6
14091,tr|B2C8Z3|B2C8Z3_HUMAN,bmy_11309T0,96.809,94,2.00e-52,166
14092,tr|B2KKV4|B2KKV4_HUMAN,bmy_04826T0,43.590,78,5.23e-14,65.9
14093,tr|B2LYR2|B2LYR2_HUMAN,bmy_14251T0,86.275,102,4.31e-59,177
14094,tr|B2M1S6|B2M1S6_HUMAN,bmy_22699T0,87.619,105,1.98e-65,193
14095,tr|B2M1S8|B2M1S8_HUMAN,bmy_22699T0,83.810,105,3.53e-63,187
14096,tr|B2R4A2|B2R4A2_HUMAN,bmy_11953T0,86.486,111,2.33e-68,200
14097,tr|B2R4C9|B2R4C9_HUMAN,bmy_01922T0,35.185,54,0.084,30.4
14098,tr|B2R4M6|B2R4M6_HUMAN,bmy_09666T0,62.727,110,1.61e-43,138
14099,tr|B2R4N1|B2R4N1_HUMAN,bmy_14457T0,28.889,45,3.4,26.2
14100,tr|B2R4V2|B2R4V2_HUMAN,bmy_10084T0,97.170,106,3.42e-71,206
14101,tr|B2R4X4|B2R4X4_HUMAN,bmy_10657T0,96.460,113,1.51e-77,223
14102,tr|B2R506|B2R506_HUMAN,bmy_19301T0,98.165,109,8.12e-76,218
14103,tr|B2R547|B2R547_HUMAN,bmy_18563T0,98.214,112,8.38e-77,221
14104,tr|B2R597|B2R597_HUMAN,bmy_18036T0,26.190,42,0.012,33.5
14105,tr|B2R5G4|B2R5G4_HUMAN,bmy_10445T0,74.545,55,1.28e-25,91.7
14106,tr|B2R5K5|B2R5K5_HUMAN,bmy_14396T0,34.286,35,1.2,27.7
14107,tr|B2R9B9|B2R9B9_HUMAN,bmy_07682T0,32.500,40,0.66,28.5
14108,tr|B2RA73|B2RA73_HUMAN,bmy_18137T0,73.118,93,1.51e-37,132
14109,tr|B2RAP8|B2RAP8_HUMAN,bmy_01824T0,32.727,55,0.20,29.6
14110,tr|B2REC8|B2REC8_HUMAN,bmy_19177T0,36.957,92,6.47e-10,54.3
14111,tr|B3GFZ6|B3GFZ6_HUMAN,bmy_20583T0,41.667,72,5.97e-15,68.6
14112,tr|B3GUD3|B3GUD3_HUMAN,bmy_10012T0,66.038,106,1.91e-38,134
14113,tr|B3GUD4|B3GUD4_HUMAN,bmy_10012T0,71.569,102,1.97e-44,151
14114,tr|B3KM33|B3KM33_HUMAN,bmy_09093T0,68.932,103,2.67e-48,154
14115,tr|B3KMD6|B3KMD6_HUMAN,bmy_00268T0,76.190,63,1.34e-30,104
14116,tr|B3KMF8|B3KMF8_HUMAN,bmy_06964T0,94.898,98,4.97e-63,186
14117,tr|B3KMH2|B3KMH2_HUMAN,bmy_00931T0,39.024,41,0.25,29.6
14118,tr|B3KMK1|B3KMK1_HUMAN,bmy_01387T0,94.393,107,2.81e-66,214
14119,tr|B3KMP5|B3KMP5_HUMAN,bmy_02206T0,79.048,105,6.16e-50,164
14120,tr|B3KMQ7|B3KMQ7_HUMAN,bmy_08997T0,45.833,24,0.40,29.3
14121,tr|B3KMW3|B3KMW3_HUMAN,bmy_03389T0,88.298,94,9.12e-60,179
14122,tr|B3KMW8|B3KMW8_HUMAN,bmy_04511T0,95.283,106,2.70e-71,211
14123,tr|B3KN26|B3KN26_HUMAN,bmy_11684T0,83.333,96,1.94e-56,172
